budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
"$4,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",54580,es,Los lunes al sol,3.663108,2002-09-27,146402,113,Released,This film is not based on a real story. It is based on thousands.,Mondays in the Sun,7.1,36
"$650,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",52015,en,Stake Land,12.496261,2010-09-30,33245,98,Released,The Most Dangerous Thing Is To Be Alive.,Stake Land,6.2,285
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",34941,en,The Last Time I Committed Suicide,0.596889,1997-06-20,0,92,Released,Life is what happens when you're busy making plans,The Last Time I Committed Suicide,6.7,7
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",227975,pt,Praia do Futuro,2.611364,2014-05-01,0,106,Released,A hero split in half.,Futuro Beach,6.4,31
"$4,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",60422,en,Another Happy Day,3.238466,2011-11-18,355688,119,Released,"At this wedding, the F-word stands for Family",Another Happy Day,6.2,37
"$4,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",81390,en,A Lonely Place to Die,8.30723,2011-04-09,25345000,99,Released,"Out here, there's nowhere to hide.",A Lonely Place to Die,6.2,157
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",10981,en,Nothing,3.408955,2003-09-09,0,90,Released,,Nothing,5.8,38
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",225235,ru,Географ глобус пропил,1.876621,2013-07-26,4037782,120,Released,,The Geographer Drank His Globe Away,7.3,23
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]",14902,en,1776,1.807571,1972-11-09,0,142,Released,The award winning musical comes to the screen!,1776,7.1,20
$0.00,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",121676,en,Inescapable,6.783053,2012-09-14,0,93,Released,You can never escape your past,Inescapable,5.2,13
"$3,950,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",22301,en,Hell's Angels,8.484123,1930-11-15,8000000,127,Released,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,Hell's Angels,6.1,19
"$4,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20065,en,Purple Violets,0.936232,2007-04-30,0,103,Released,A second chance for a first love.,Purple Violets,5.7,9
"$4,000,000.00","[{""id"": 27, ""name"": ""Horror""}]",257087,en,The Veil,12.822534,2016-04-21,0,93,Released,The dead come back,The Veil,4.5,118
$0.00,"[{""id"": 27, ""name"": ""Horror""}]",46420,en,The Loved Ones,4.989985,2009-09-13,0,84,Released,Don't break her heart,The Loved Ones,6.6,207
"$4,000,000.00","[{""id"": 27, ""name"": ""Horror""}]",114635,en,The Helpers,1.390659,2012-10-27,0,78,Released,Can we help you?,The Helpers,4.1,8
"$4,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10770, ""name"": ""TV Movie""}]",158150,en,How to Fall in Love,1.923514,2012-07-21,0,0,Released,,How to Fall in Love,5.2,20
$0.00,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",251979,en,The Perfect Wave,4.118612,2014-02-28,0,113,Released,,The Perfect Wave,4.4,21
"$3,900,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",874,en,A Man for All Seasons,9.541688,1966-12-12,28350000,120,Released,...a motion picture for all times!,A Man for All Seasons,7.5,89
"$3,800,000.00","[{""id"": 18, ""name"": ""Drama""}]",10774,en,Network,17.234745,1976-11-01,23689877,121,Released,Not since the dawn of time has America experienced a man like Howard Beale!,Network,7.7,381
"$4,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",770,en,Gone with the Wind,48.98255,1939-12-15,400176459,238,Released,The greatest romance of all time!,Gone with the Wind,7.7,970
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",266102,en,Desert Dancer,1.972668,2014-07-03,0,98,Released,Be Brave. Be Bold. Be Free.,Desert Dancer,6.5,18
"$3,800,000.00","[{""id"": 10752, ""name"": ""War""}, {""id"": 37, ""name"": ""Western""}]",29715,en,Major Dundee,3.490215,1965-04-07,14873,123,Released,,Major Dundee,6.2,38
"$3,768,785.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",25209,en,Annie Get Your Gun,1.726175,1950-05-17,8000000,107,Released,,Annie Get Your Gun,7.3,22
"$967,686.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",37495,en,Four Lions,20.544999,2010-05-07,4270000,101,Released,We are 4 Lions.,Four Lions,7,423
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",29262,pt,Casa de Areia,0.389471,2005-05-13,0,115,Released,,The House of Sand,6.7,9
"$3,500,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",34769,en,Defendor,8.45342,2009-09-12,44462,101,Released,An unexpected hero will rise.,Defendor,6.5,195
"$3,700,000.00","[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",35032,en,The Pirate,0.90522,1948-06-11,2956000,102,Released,The great MGM musical romance,The Pirate,6.6,17
"$3,800,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5178,en,The Good Heart,2.201678,2009-09-11,0,95,Released,Everyone needs a refuge from the world.,The Good Heart,6,21
"$4,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",8618,en,The History Boys,3.771652,2006-10-02,13401952,109,Released,History. It's just one bloody thing after another.,The History Boys,6.6,66
"$3,600,000.00","[{""id"": 18, ""name"": ""Drama""}]",3116,en,Midnight Cowboy,21.119209,1969-05-25,44785053,113,Released,Whatever you hear about Midnight Cowboy is true.,Midnight Cowboy,7.4,299
"$3,500,000.00","[{""id"": 35, ""name"": ""Comedy""}]",9427,en,The Full Monty,17.002623,1997-08-13,257850122,91,Released,The year's most revealing comedy.,The Full Monty,6.8,363
"$3,500,000.00","[{""id"": 35, ""name"": ""Comedy""}]",813,en,Airplane!,46.116885,1980-07-02,83453539,88,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
"$5,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",352978,en,Chain of Command,1.398981,2015-08-30,0,88,Released,"When duty calls, plans change",Chain of Command,5.3,11
"$3,500,000.00","[{""id"": 35, ""name"": ""Comedy""}]",10634,en,Friday,25.5748,1995-04-26,28215918,91,Released,A lot can go down between thursday and saturday...,Friday,7,503
"$3,500,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",9516,en,Menace II Society,3.418871,1993-05-26,27900000,97,Released,This is the truth. This is what's real.,Menace II Society,7.2,173
"$3,500,000.00","[{""id"": 27, ""name"": ""Horror""}]",16288,en,Creepshow 2,10.729884,1987-05-01,14000000,92,Released,"When the curtain goes up, the terror begins.",Creepshow 2,5.9,129
"$3,716,946.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",23330,en,The Ballad of Cable Hogue,2.676535,1970-05-13,5000000,121,Released,,The Ballad of Cable Hogue,6.9,47
"$3,500,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",18900,en,In Cold Blood,7.821438,1967-12-14,13007551,134,Released,,In Cold Blood,7.4,82
"$3,500,000.00","[{""id"": 18, ""name"": ""Drama""}]",27029,en,The Nun's Story,3.281509,1959-06-18,12800000,149,Released,Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun's Story,7.4,46
"$3,500,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",26268,en,Harper,2.938973,1966-02-23,12000000,121,Released,Harper takes a case - and the payoff is murder.,Harper,6.2,35
"$3,500,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",573,en,Frenzy,10.219942,1972-05-25,12600000,116,Released,Just an ordinary necktie used with a deadly new twist.,Frenzy,7.1,158
"$3,500,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",310131,en,The Witch,50.319662,2016-02-19,40423945,92,Released,Evil takes many forms.,The Witch,6.3,1434
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",40505,en,I Got the Hook Up,0.593068,1998-05-27,0,93,Released,A truckload of cell phones... turns into a boatload of cash!,I Got the Hook Up,5.4,8
"$3,500,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11363,en,She's the One,8.406025,1996-08-26,9482579,96,Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70
"$10,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",3033,en,Gods and Monsters,5.588652,1998-01-21,6451628,105,Released,,Gods and Monsters,6.8,81
"$2,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",25376,es,El secreto de sus ojos,25.894065,2009-08-13,33965843,129,Released,,The Secret in Their Eyes,7.8,626
$0.00,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",22007,en,Train,3.280081,2008-10-16,0,94,Released,You're in for a hell of a ride.,Train,4.8,36
"$3,600,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",765,en,Evil Dead II,35.674774,1987-03-13,5923044,84,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10615,en,Pootie Tang,3.115754,2001-06-29,0,81,Released,Too cool for words.,Pootie Tang,5.4,43
"$1,000,000.00","[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 27, ""name"": ""Horror""}]",205321,en,Sharknado,20.466433,2013-07-11,0,86,Released,Enough said!,Sharknado,3.8,476
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",89540,es,La otra conquista,0.015597,1999-04-01,0,105,Released,The spirit of a people can never be conquered.,The Other Conquest,5.4,4
"$3,500,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",46146,nb,Trolljegeren,12.982319,2010-10-29,4159678,103,Released,You believe it when you see it!,Troll Hunter,6.7,583
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",38007,en,Ira & Abby,0.595136,2006-01-01,0,104,Released,"First comes love, then comes marriage, then comes therapy.",Ira & Abby,5.8,9
"$3,500,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",14256,en,Winter Passing,3.643608,2006-02-07,113783,98,Released,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28
"$3,500,000.00","[{""id"": 28, ""name"": ""Action""}]",540,en,D.E.B.S.,6.396936,2004-01-21,0,91,Released,Evil is so totally busted!,D.E.B.S.,5.6,90
$0.00,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",370464,en,The Masked Saint,0.909067,2016-01-08,0,111,Released,,The Masked Saint,2.9,7
"$3,500,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",20055,en,The Betrayed,1.348114,2008-09-27,0,98,Released,What she doesn't know could kill her.,The Betrayed,5.2,10
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",224569,en,Taxman,0.964802,1999-09-16,0,104,Released,"In life only two things are certain, death and taxes.",Taxman,2,1
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",395766,en,The Secret,0.042346,2016-04-29,0,200,Released,,The Secret,0,0
"$3,500,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",39303,en,02:13,1.271621,2009-04-25,0,96,Released,Killers Are Not Born ... They Are Made,02:13,4.6,10
"$3,500,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",142061,en,"Batman: The Dark Knight Returns, Part 2",25.891466,2013-01-18,0,78,Released,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,"Batman: The Dark Knight Returns, Part 2",7.9,419
"$3,500,000.00","[{""id"": 99, ""name"": ""Documentary""}]",370662,en,Time to Choose,1.618138,2015-09-04,0,100,Released,Climate change for good.,Time to Choose,0,0
"$3,500,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",252360,en,In the Name of the King III,4.304341,2013-12-27,0,85,Released,,In the Name of the King III,3.3,19
"$3,500,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",256740,en,Wicked Blood,3.158056,2014-03-04,0,92,Released,The Ultimate Endgame,Wicked Blood,5.3,37
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",299145,en,Dawn Patrol,3.230779,2015-06-05,0,86,Released,Revenge comes at a price.,Stranded,5,11
"$3,440,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",241766,en,Lords of London,1.913302,2014-01-06,0,90,Released,"In this city, crime is a family business.",Lords of London,3.6,6
"$3,400,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",12535,en,High Anxiety,5.690619,1977-12-25,31063038,94,Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84
"$8,000,000.00","[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",1667,fr,La Marche de l'empereur,17.537154,2005-01-26,127392239,80,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358
"$3,500,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",50839,en,Margin Call,26.259389,2011-09-28,19504039,107,Released,Be first. Be smarter. Or cheat.,Margin Call,6.7,524
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",86549,en,August,1.419431,2011-06-09,0,100,Released,,August,6.2,15
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",13973,en,Choke,11.637458,2008-09-26,3830137,92,Released,From the author of Fight Club,Choke,6,127
"$3,300,000.00","[{""id"": 18, ""name"": ""Drama""}]",244786,en,Whiplash,192.528841,2014-10-10,13092000,105,Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254
"$3,300,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",598,pt,Cidade de Deus,44.356711,2002-02-05,30641770,130,Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814
"$600,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11129,en,Human Traffic,4.859873,1999-06-04,4000000,99,Released,The Weekend has Landed!,Human Traffic,6.8,97
"$3,400,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",75861,en,To Write Love on Her Arms,6.723057,2015-03-13,0,118,Released,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47
$0.00,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13551,en,The Dead Girl,3.069605,2006-11-07,0,85,Released,One life ends. Seven others begin.,The Dead Girl,6.4,66
"$3,800,000.00","[{""id"": 18, ""name"": ""Drama""}]",103663,da,Jagten,21.826888,2012-08-28,16800000,115,Released,The lie is spreading.,The Hunt,7.9,927
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",850,en,A Christmas Story,15.128316,1983-11-18,19294144,94,Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,344
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12586,en,Bella,1.814802,2006-09-09,0,91,Released,One person can change your life forever,Bella,6.7,37
"$4,300,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",11564,en,Class of 1984,5.643023,1982-08-20,0,98,Released,Class of 1984. Is this the future?,Class of 1984,6.2,66
"$3,300,000.00","[{""id"": 35, ""name"": ""Comedy""}]",301748,en,Opposite Sex,2.964785,2014-11-08,45000,96,Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
"$2,000,000.00","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",108346,en,Dreaming of Joseph Lees,0.11615,1999-10-29,7,92,Released,,Dreaming of Joseph Lees,8,1
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",8841,fr,Entre les murs,13.437038,2008-09-24,28814580,128,Released,The dynamics of a multicultural class and its teacher will enlighten.,The Class,6.8,174
"$3,200,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",805,en,Rosemary's Baby,26.180367,1968-06-12,33395426,136,Released,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863
"$3,200,000.00","[{""id"": 37, ""name"": ""Western""}]",11697,en,The Man Who Shot Liberty Valance,11.735287,1962-04-22,8000000,123,Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22051,en,Adam,8.308442,2009-07-29,2277396,99,Released,A story about two strangers. One a little stranger than the other...,Adam,6.9,150
$0.00,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",436,es,"María, llena eres de gracia",3.027892,2004-01-18,0,101,Released,"Based on 10,000 true stories.",Maria Full of Grace,6.9,101
"$3,200,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",55347,en,Beginners,11.933449,2010-09-11,5332926,105,Released,This is what love feels like.,Beginners,6.8,347
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",10070,en,Feast,8.825113,2005-10-14,658573,95,Released,,Feast,6.1,160
"$2,700,000.00","[{""id"": 35, ""name"": ""Comedy""}]",8469,en,Animal House,17.332585,1978-07-27,141000000,109,Released,It was the Deltas against the rules... the rules lost!,Animal House,7,418
"$2,500,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",658,en,Goldfinger,47.812466,1964-09-17,124881062,110,Released,Everything he touches turns into excitement!,Goldfinger,7.2,987
"$2,400,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",125490,en,Antiviral,11.753553,2012-09-19,0,110,Released,What If You Could Feel Like They Do ...,Antiviral,5.7,112
"$3,180,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1585,en,It's a Wonderful Life,42.868495,1946-12-20,9644124,130,Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8,1076
"$4,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",627,en,Trainspotting,63.513324,1996-02-23,16491080,93,Released,Choose life.,Trainspotting,7.8,2655
$0.00,"[{""id"": 35, ""name"": ""Comedy""}]",23618,en,The Original Kings of Comedy,1.918959,2000-08-18,0,115,Released,We Got Jokes,The Original Kings of Comedy,6.3,15
"$3,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",41436,en,Paranormal Activity 2,22.789649,2010-10-20,177512032,91,Released,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,722
$0.00,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10162,en,Waking Ned,5.735912,1998-09-15,0,91,Released,How far would you go to win a fortune!,Waking Ned,7.4,54
"$4,000,000.00","[{""id"": 99, ""name"": ""Documentary""}]",1430,en,Bowling for Columbine,11.414843,2002-10-09,35564473,120,Released,One nation under the gun.,Bowling for Columbine,7.3,453
$0.00,"[{""id"": 18, ""name"": ""Drama""}]",259943,zh,归来,6.017273,2014-05-16,0,111,Released,,Coming Home,6.9,49
"$3,000,000.00","[{""id"": 27, ""name"": ""Horror""}]",10014,en,A Nightmare on Elm Street Part 2: Freddy's Revenge,21.607228,1985-10-31,29999213,87,Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11257,en,A Room with a View,7.961559,1985-12-13,20966644,117,Released,,A Room with a View,6.9,156
"$3,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",158015,en,The Purge,54.403033,2013-05-31,89328627,86,Released,"One night a year, all crime is legal.",The Purge,6,2428
"$3,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",82507,en,Sinister,41.045084,2012-03-29,77712439,110,Released,"Once you see him, nothing can save you.",Sinister,6.7,1573
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",20337,en,Martin Lawrence Live: Runteldat,0.295226,2002-08-01,19184015,113,Released,,Martin Lawrence Live: Runteldat,5,1
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",261,en,Cat on a Hot Tin Roof,16.553594,1958-02-17,17570324,108,Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165
"$3,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1685,en,Beneath the Planet of the Apes,24.393296,1970-05-01,18999718,95,Released,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",20737,en,Air Bud,11.241802,1997-08-01,23144499,98,Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106
"$16,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",10991,ja,Pokémon 3: The Movie,9.18885,2000-07-08,68411275,93,Released,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,137
"$3,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10225,en,Friday the 13th Part VI: Jason Lives,11.158167,1986-08-01,19472057,86,Released,Kill or be killed!,Friday the 13th Part VI: Jason Lives,5.7,216
"$3,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",826,en,The Bridge on the River Kwai,23.109959,1957-10-02,33300000,161,Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,7.7,542
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",34086,en,Spaced Invaders,1.586598,1990-04-27,15369573,100,Released,,Spaced Invaders,4.7,25
"$2,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5854,en,Family Plot,3.832858,1976-04-09,7900000,121,Released,There’s no body in the family plot.,Family Plot,6.7,86
"$3,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",284,en,The Apartment,22.889294,1960-06-15,25000000,125,Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483
"$3,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10285,en,Jason Goes to Hell: The Final Friday,10.341982,1993-08-13,15938065,87,Released,Evil has finally found a home.,Jason Goes to Hell: The Final Friday,4.2,193
"$3,000,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5780,en,Torn Curtain,7.924982,1966-07-13,13000000,128,Released,It tears you apart with suspense!,Torn Curtain,6.4,120
